"employee_key";"employee_id";"age";"gender";"department";"job_role";"job_level";"monthly_income";"attrition"
1179;101261;32;"Male";"Research & Development";"Research Scientist";1;2718.0;"No"
1180;101262;38;"Male";"Research & Development";"Healthcare Representative";2;5811.0;"No"
1181;101263;43;"M";"Research & Development";"Research Scientist";1;2437.0;"Yes"
1182;101264;42;"Male";"Research & Development";"Laboratory Technician";1;2766.0;"No"
1183;101265;55;"Male";"Research & Development";"Research Director";5;19038.0;"No"
1184;101266;33;"Male";"Research & Development";"Research Scientist";2;3055.0;"No"
1185;101267;41;"male";"Research & Development";"Laboratory Technician";1;2289.0;"No"
1186;101268;34;"male";"Sales";"Sales Executive";2;4001.0;"No"
1187;101269;53;"f";"Research & Development";"Manufacturing Director";4;12965.0;"No"
1188;101270;43;"Male";"Human Resources";"Human Resources";1;3539.0;"No"
1189;101271;34;"Female";"Sales";"Sales Executive";2;6029.0;"No"
1190;101272;21;"M";"Sales";"Sales Representative";1;2679.0;"Yes"
1191;101273;38;"Female";"Research & Development";"Laboratory Technician";1;3702.0;"No"
1192;101274;22;"Female";"Research & Development";"Laboratory Technician";1;2398.0;"Yes"
1193;101275;31;"FEMALE";"Sales";"Sales Executive";2;5468.0;"No"
1194;101276;51;"f";"Research & Development";"Manager";3;13116.0;"No"
1195;101277;37;"M";"Sales";"Sales Executive";2;4189.0;"No"
1196;101278;46;"M";"Research & Development";"Research Director";5;19328.0;"No"
1197;101279;36;"M";"Research & Development";"Healthcare Representative";3;8321.0;"No"
1198;101280;44;"male";"Research & Development";"Research Scientist";1;2342.0;"Yes"
1199;101282;35;"Male";"Sales";"Sales Executive";2;5813.0;"Yes"
1200;101283;33;"Male";"Research & Development";"Research Scientist";1;3143.0;"No"
1201;101284;28;"Male";"Research & Development";"Research Scientist";1;2044.0;"No"
1202;101285;39;"Male";"Research & Development";"Research Director";3;13464.0;"No"
1203;101286;46;"male";"Sales";"Sales Executive";2;7991.0;"No"
1204;101287;40;"f";"Research & Development";"Laboratory Technician";1;3377.0;"No"
1205;101288;42;"male";"Research & Development";"Healthcare Representative";2;5538.0;"No"
1206;101289;35;"Male";"Research & Development";"Manufacturing Director";2;5762.0;"No"
1207;101290;38;"male";"Human Resources";"Human Resources";1;2592.0;"No"
1208;101291;34;"M";"Research & Development";"Laboratory Technician";2;5346.0;"Yes"
1209;101292;37;"M";"Research & Development";"Manufacturing Director";2;4213.0;"Yes"
1210;101293;39;"male";"Sales";"Sales Executive";2;4127.0;"No"
1211;101294;43;"male";"Research & Development";"Research Scientist";1;2438.0;"No"
1212;101295;41;"male";"Research & Development";"Healthcare Representative";2;6870.0;"No"
1213;101296;41;"Female";"Sales";"Sales Executive";3;10447.0;"No"
1214;101297;30;"FEMALE";"Research & Development";"Manufacturing Director";3;9667.0;"No"
1215;101298;26;"FEMALE";"Human Resources";"Human Resources";1;2148.0;"Yes"
1216;101299;46;"FEMALE";"Research & Development";"Healthcare Representative";2;8926.0;"Yes"
1217;101300;40;"f";"Research & Development";"Healthcare Representative";2;6513.0;"No"
1218;101301;34;"M";"Sales";"Sales Executive";2;6799.0;"No"
1219;101302;58;"Male";"Sales";"Manager";4;16291.0;"No"
1220;101303;35;"Male";"Research & Development";"Laboratory Technician";1;2705.0;"No"
1221;101304;47;"f";"Research & Development";"Manufacturing Director";3;10333.0;"No"
1222;101305;40;"f";"Research & Development";"Healthcare Representative";2;4448.0;"No"
1223;101306;54;"f";"Research & Development";"Research Scientist";2;6854.0;"No"
1224;101307;31;"FEMALE";"Sales";"Sales Executive";3;9637.0;"No"
1225;101308;28;"FEMALE";"Research & Development";"Research Scientist";1;3591.0;"No"
1226;101309;38;"f";"Sales";"Sales Representative";2;5405.0;"No"
1227;101310;26;"male";"Sales";"Sales Executive";2;4684.0;"No"
1228;101311;58;"male";"Research & Development";"Research Director";4;15787.0;"No"
1229;101312;18;"Female";"Research & Development";"Research Scientist";1;1514.0;"No"
1230;101313;31;"M";"Human Resources";"Human Resources";1;2956.0;"Yes"
1231;101314;29;"M";"Human Resources";"Human Resources";1;2335.0;"Yes"
1232;101315;45;"FEMALE";"Sales";"Sales Executive";2;5154.0;"No"
1233;101316;36;"f";"Research & Development";"Research Scientist";2;67173.0;"No"
1234;101318;27;"Female";"Research & Development";"Laboratory Technician";1;2379.0;"No"
1235;101320;32;"M";"Sales";"Sales Executive";2;4648.0;"No"
1236;101321;42;"M";"Research & Development";"Research Scientist";1;2936.0;"No"
1237;101322;47;"f";"Research & Development";"Laboratory Technician";1;2105.0;"No"
1238;101323;46;"M";"Research & Development";"Manufacturing Director";3;8578.0;"No"
1239;101324;28;"M";"Human Resources";"Human Resources";1;2706.0;"No"
1240;101325;29;"Male";"Research & Development";"Healthcare Representative";2;6384.0;"No"
1241;101326;42;"male";"Research & Development";"Laboratory Technician";1;3968.0;"No"
1242;101327;32;"Male";"Sales";"Sales Executive";2;9907.0;"Yes"
1243;101329;27;"Female";"Sales";"Sales Representative";2;3540.0;"No"
1244;101330;29;"M";"Human Resources";"Human Resources";1;2804.0;"No"
1245;101331;43;"f";"Research & Development";"Manager";5;19392.0;"No"
1246;101332;48;"Male";"Research & Development";"Research Director";5;19665.0;"No"
1247;101333;29;"M";"Research & Development";"Research Scientist";1;2439.0;"Yes"
1248;101334;46;"FEMALE";"Sales";"Sales Executive";3;7314.0;"Yes"
1249;101335;27;"f";"Research & Development";"Research Scientist";1;4774.0;"No"
1250;101336;39;"male";"Research & Development";"Research Scientist";2;3902.0;"No"
1251;101337;55;"male";"Research & Development";"Research Scientist";1;2662.0;"No"
1252;101338;28;"f";"Sales";"Sales Representative";1;2856.0;"No"
1253;101339;30;"Male";"Sales";"Sales Representative";1;1081.0;"Yes"
1254;101340;22;"male";"Research & Development";"Research Scientist";1;2472.0;"Yes"
1255;101341;36;"Female";"Sales";"Sales Executive";2;5673.0;"No"
1256;101342;31;"male";"Research & Development";"Laboratory Technician";2;4197.0;"No"
1257;101343;34;"M";"Sales";"Sales Executive";3;9713.0;"No"
1258;101344;29;"M";"Research & Development";"Laboratory Technician";1;2062.0;"No"
1259;101345;37;"male";"Research & Development";"Research Scientist";2;4284.0;"No"
1260;101346;35;"f";"Research & Development";"Manufacturing Director";2;4788.0;"No"
1261;101347;45;"FEMALE";"Research & Development";"Manufacturing Director";2;5906.0;"No"
1262;101348;36;"M";"Human Resources";"Human Resources";2;3886.0;"No"
1263;101350;26;"f";"Research & Development";"Research Scientist";1;2933.0;"No"
1264;101352;48;"f";"Research & Development";"Manager";4;17174.0;"No"
1265;101353;44;"Male";"Research & Development";"Healthcare Representative";2;5033.0;"No"
1266;101354;34;"M";"Research & Development";"Research Scientist";1;2307.0;"Yes"
1267;101355;56;"Male";"Research & Development";"Laboratory Technician";1;2587.0;"Yes"
1268;101356;36;"male";"Sales";"Sales Executive";2;5507.0;"No"
1269;101357;41;"FEMALE";"Sales";"Sales Executive";2;4393.0;"No"
1270;101358;42;"Male";"Research & Development";"Research Director";3;13348.0;"No"
1271;101359;31;"f";"Sales";"Sales Executive";2;6583.0;"No"
1272;101360;34;"Female";"Sales";"Sales Executive";2;8103.0;"No"
1273;101361;31;"f";"Research & Development";"Laboratory Technician";1;3978.0;"No"
1274;101362;26;"male";"Research & Development";"Laboratory Technician";1;2544.0;"No"
1275;101363;45;"M";"Research & Development";"Healthcare Representative";2;5399.0;"No"
1276;101364;33;"male";"Sales";"Sales Executive";2;5487.0;"No"
1277;101365;28;"M";"Sales";"Sales Executive";2;6834.0;"No"
1278;101367;39;"f";"Sales";"Sales Executive";2;5736.0;"No"
1279;101368;27;"Male";"Research & Development";"Research Scientist";1;2226.0;"No"
1280;101369;34;"Male";"Research & Development";"Research Scientist";2;5747.0;"No"
1281;101370;28;"FEMALE";"Sales";"Sales Executive";2;9854.0;"Yes"
1282;101371;47;"male";"Research & Development";"Research Scientist";2;5467.0;"No"
1283;101372;56;"Female";"Sales";"Sales Executive";2;5380.0;"No"
1284;101373;39;"male";"Research & Development";"Manufacturing Director";2;5151.0;"No"
1285;101374;38;"Female";"Research & Development";"Research Scientist";2;2133.0;"No"
1286;101375;58;"f";"Sales";"Manager";4;17875.0;"No"
1287;101376;32;"FEMALE";"Research & Development";"Research Scientist";1;2432.0;"Yes"
1288;101377;38;"male";"Research & Development";"Research Scientist";1;4771.0;"No"
1289;101378;49;"Male";"Research & Development";"Research Director";5;19161.0;"No"
1290;101379;42;"male";"Sales";"Sales Executive";2;5087.0;"No"
1291;101380;27;"FEMALE";"Human Resources";"Human Resources";1;2863.0;"Yes"
1292;101381;35;"M";"Sales";"Sales Executive";2;5561.0;"No"
1293;101382;28;"male";"Research & Development";"Research Scientist";1;2144.0;"No"
1294;101383;31;"M";"Research & Development";"Research Scientist";1;3065.0;"No"
1295;101384;36;"Male";"Research & Development";"Laboratory Technician";1;2810.0;"No"
1296;101385;34;"male";"Sales";"Sales Executive";3;9888.0;"No"
1297;101386;34;"M";"Sales";"Sales Executive";3;8628.0;"No"
1298;101387;26;"Male";"Research & Development";"Laboratory Technician";1;2867.0;"No"
1299;101388;29;"male";"Research & Development";"Healthcare Representative";2;5373.0;"No"
1300;101389;32;"Female";"Research & Development";"Healthcare Representative";2;6667.0;"No"
1301;101390;31;"male";"Research & Development";"Research Scientist";2;5003.0;"No"
1302;101391;28;"Male";"Research & Development";"Laboratory Technician";1;2367.0;"Yes"
1303;101392;38;"Male";"Sales";"Sales Representative";1;2858.0;"No"
1304;101393;35;"f";"Sales";"Sales Executive";2;5204.0;"No"
1305;101394;27;"Male";"Sales";"Sales Executive";2;4105.0;"No"
1306;101395;32;"male";"Research & Development";"Manufacturing Director";2;9679.0;"No"
1307;101396;31;"male";"Sales";"Sales Executive";2;5617.0;"Yes"
1308;101397;53;"M";"Sales";"Sales Executive";3;10448.0;"Yes"
1309;101398;54;"FEMALE";"Research & Development";"Research Scientist";2;2897.0;"No"
1310;101399;33;"male";"Research & Development";"Healthcare Representative";2;5968.0;"No"
1311;101400;43;"male";"Research & Development";"Healthcare Representative";3;7510.0;"No"
1312;101401;38;"Male";"Human Resources";"Human Resources";1;2991.0;"No"
1313;101402;55;"Male";"Human Resources";"Manager";5;19636.0;"No"
1314;101403;31;"FEMALE";"Research & Development";"Laboratory Technician";1;1129.0;"No"
1315;101404;39;"M";"Sales";"Sales Executive";4;13341.0;"No"
1316;101405;42;"Male";"Research & Development";"Research Scientist";2;4332.0;"No"
1317;101406;31;"f";"Research & Development";"Research Director";3;11031.0;"No"
1318;101407;54;"FEMALE";"Research & Development";"Manufacturing Director";2;4440.0;"No"
1319;101409;23;"Male";"Research & Development";"Laboratory Technician";1;2647.0;"No"
1320;101410;40;"FEMALE";"Research & Development";"Laboratory Technician";2;6323.0;"No"
1321;101411;40;"Female";"Sales";"Sales Executive";2;5677.0;"No"
1322;101412;25;"FEMALE";"Human Resources";"Human Resources";1;2187.0;"No"
1323;101413;30;"male";"Research & Development";"Laboratory Technician";1;3748.0;"No"
1324;101414;25;"Male";"Research & Development";"Laboratory Technician";1;3977.0;"No"
1325;101415;47;"Male";"Research & Development";"Healthcare Representative";3;8633.0;"No"
1326;101416;33;"Male";"Research & Development";"Laboratory Technician";1;2008.0;"No"
1327;101417;38;"male";"Sales";"Sales Executive";2;4440.0;"No"
1328;101418;31;"male";"Sales";"Sales Representative";1;3067.0;"No"
1329;101419;38;"M";"Research & Development";"Manufacturing Director";2;5321.0;"No"
1330;101420;42;"Male";"Research & Development";"Research Scientist";2;5410.0;"No"
1331;101421;41;"male";"Research & Development";"Research Scientist";1;2782.0;"No"
1332;101422;47;"FEMALE";"Research & Development";"Research Director";3;11957.0;"No"
1333;101423;35;"Male";"Research & Development";"Laboratory Technician";1;2660.0;"No"
1334;101424;22;"M";"Research & Development";"Research Scientist";1;3375.0;"No"
1335;101425;35;"Male";"Research & Development";"Research Scientist";2;5098.0;"No"
1336;101426;33;"f";"Research & Development";"Healthcare Representative";2;4878.0;"No"
1337;101427;32;"FEMALE";"Research & Development";"Laboratory Technician";1;2837.0;"No"
1338;101428;40;"M";"Research & Development";"Laboratory Technician";1;2406.0;"No"
1339;101430;39;"Male";"Research & Development";"Research Scientist";2;4108.0;"No"
1340;101431;38;"Female";"Research & Development";"Research Director";3;13206.0;"No"
1341;101432;32;"Female";"Sales";"Sales Executive";3;10422.0;"No"
1342;101433;37;"f";"Research & Development";"Research Director";3;13744.0;"No"
1343;101434;25;"FEMALE";"Sales";"Sales Executive";2;4907.0;"No"
1344;101435;52;"Male";"Sales";"Sales Representative";1;3482.0;"No"
1345;101436;44;"Male";"Research & Development";"Research Scientist";1;2436.0;"No"
1346;101437;21;"male";"Sales";"Sales Representative";1;2380.0;"No"
1347;101438;39;"Male";"Research & Development";"Manager";5;19431.0;"No"
1348;101439;23;"male";"Sales";"Sales Representative";1;1790.0;"Yes"
1349;101441;36;"FEMALE";"Research & Development";"Manufacturing Director";2;5131.0;"No"
1350;101442;56;"male";"Research & Development";"Healthcare Representative";2;6306.0;"No"
1351;101443;29;"male";"Research & Development";"Research Scientist";1;4787.0;"Yes"
1352;101444;42;"M";"Research & Development";"Manager";5;18880.0;"No"
1353;101445;56;"Male";"Research & Development";"Laboratory Technician";1;2339.0;"Yes"
1354;101446;41;"f";"Research & Development";"Manufacturing Director";4;13570.0;"No"
1355;101447;34;"Female";"Sales";"Sales Executive";2;6712.0;"No"
1356;101448;36;"M";"Sales";"Sales Executive";2;5406.0;"No"
1357;101450;32;"Male";"Research & Development";"Research Scientist";1;2439.0;"No"
1358;101451;35;"Female";"Human Resources";"Human Resources";3;8837.0;"No"
1359;101452;38;"f";"Sales";"Sales Executive";2;5343.0;"No"
1360;101453;50;"M";"Sales";"Sales Executive";2;6728.0;"Yes"
1361;101454;36;"Female";"Sales";"Sales Executive";2;6652.0;"No"
1362;101455;45;"f";"Sales";"Sales Executive";2;4850.0;"No"
1363;101456;40;"M";"Research & Development";"Research Scientist";1;2809.0;"No"
1364;101457;35;"M";"Research & Development";"Healthcare Representative";2;5689.0;"No"
1365;101458;40;"FEMALE";"Research & Development";"Research Scientist";1;2001.0;"No"
1366;101460;29;"M";"Research & Development";"Laboratory Technician";2;4025.0;"No"
1367;101461;29;"f";"Research & Development";"Research Scientist";1;3785.0;"No"
1368;101462;50;"male";"Sales";"Sales Executive";3;10854.0;"Yes"
1369;101463;39;"FEMALE";"Sales";"Sales Executive";4;12031.0;"No"
1370;101464;31;"Male";"Research & Development";"Manufacturing Director";2;9936.0;"No"
1371;101465;26;"Female";"Sales";"Sales Representative";1;2966.0;"No"
1372;101466;36;"male";"Research & Development";"Laboratory Technician";2;2571.0;"No"
1373;101467;39;"M";"Research & Development";"Healthcare Representative";3;9991.0;"No"
1374;101468;27;"M";"Research & Development";"Manufacturing Director";2;6142.0;"No"
1375;101469;49;"M";"Sales";"Sales Executive";2;5390.0;"No"
1376;101470;34;"M";"Research & Development";"Laboratory Technician";2;4404.0;"No"
1377;101471;41;"Female";"Sales";"Sales Executive";2;5993.0;"Yes"
1378;101472;49;"male";"Research & Development";"Research Scientist";2;5130.0;"No"
1379;101473;37;"M";"Research & Development";"Laboratory Technician";1;2090.0;"Yes"
1380;101474;33;"Female";"Research & Development";"Research Scientist";1;2909.0;"No"
1381;101475;27;"M";"Research & Development";"Laboratory Technician";1;3468.0;"No"
1382;101476;32;"male";"Research & Development";"Laboratory Technician";1;3068.0;"No"
1383;101477;59;"Female";"Research & Development";"Laboratory Technician";1;2670.0;"No"
1384;101478;30;"male";"Research & Development";"Laboratory Technician";1;2693.0;"No"
1385;101479;38;"male";"Research & Development";"Manufacturing Director";3;9526.0;"No"
1386;101480;36;"Male";"Research & Development";"Healthcare Representative";2;5237.0;"No"
1387;101481;35;"Male";"Research & Development";"Laboratory Technician";1;2426.0;"No"
1388;101482;29;"Female";"Research & Development";"Laboratory Technician";2;4193.0;"No"
1389;101483;31;"Male";"Research & Development";"Research Scientist";1;2911.0;"No"
1390;101484;34;"Male";"Research & Development";"Laboratory Technician";1;2661.0;"No"
1391;101485;28;"Male";"Research & Development";"Laboratory Technician";1;2028.0;"Yes"
1392;101486;29;"Female";"Research & Development";"Manufacturing Director";3;9980.0;"No"
1393;101487;32;"M";"Research & Development";"Research Scientist";1;3298.0;"No"
1394;101488;22;"male";"Research & Development";"Laboratory Technician";1;2935.0;"No"
1395;101489;53;"Female";"Sales";"Manager";4;15427.0;"No"
1396;101490;38;"M";"Research & Development";"Research Scientist";1;3944.0;"No"
1397;101491;24;"f";"Research & Development";"Manufacturing Director";2;4011.0;"No"
1398;101492;36;"M";"Sales";"Sales Representative";1;3407.0;"Yes"
1399;101493;34;"FEMALE";"Research & Development";"Research Director";3;11994.0;"No"
1400;101494;21;"Male";"Research & Development";"Research Scientist";1;1232.0;"No"
1401;101495;34;"M";"Research & Development";"Research Scientist";1;2960.0;"Yes"
1402;101496;53;"FEMALE";"Research & Development";"Manager";5;19094.0;"No"
1403;101497;32;"FEMALE";"Research & Development";"Research Scientist";1;3919.0;"Yes"
1404;101498;42;"male";"Sales";"Sales Executive";2;6825.0;"No"
1405;101499;44;"f";"Research & Development";"Healthcare Representative";3;10248.0;"No"
1406;101500;46;"Female";"Sales";"Manager";5;18947.0;"No"
1407;101501;33;"M";"Research & Development";"Laboratory Technician";1;2496.0;"No"
1408;101502;44;"M";"Research & Development";"Healthcare Representative";2;6465.0;"No"
1409;101504;39;"Male";"Sales";"Sales Representative";2;2086.0;"Yes"
1410;101505;24;"Male";"Research & Development";"Research Scientist";1;2293.0;"Yes"
1411;101507;50;"Male";"Sales";"Sales Representative";1;2683.0;"Yes"
1412;101508;35;"f";"Sales";"Sales Representative";1;2014.0;"No"
1413;101509;36;"Female";"Research & Development";"Research Scientist";1;3419.0;"No"
1414;101510;33;"f";"Sales";"Sales Executive";2;5376.0;"No"
1415;101511;35;"male";"Research & Development";"Laboratory Technician";1;1951.0;"No"
1416;101512;27;"f";"Research & Development";"Laboratory Technician";1;2341.0;"No"
1417;101513;26;"M";"Research & Development";"Laboratory Technician";1;2293.0;"Yes"
1418;101514;27;"Male";"Sales";"Sales Executive";3;8726.0;"No"
1419;101515;30;"Female";"Research & Development";"Laboratory Technician";2;4011.0;"No"
1420;101516;41;"f";"Research & Development";"Research Director";5;19545.0;"Yes"
1421;101517;34;"Male";"Sales";"Sales Executive";2;4568.0;"No"
1422;101518;37;"male";"Research & Development";"Research Scientist";1;3022.0;"No"
1423;101519;46;"male";"Sales";"Sales Executive";2;5772.0;"No"
1424;101520;35;"Male";"Research & Development";"Laboratory Technician";1;2269.0;"No"
1425;101521;48;"male";"Research & Development";"Laboratory Technician";3;5381.0;"Yes"
1426;101522;28;"Male";"Research & Development";"Laboratory Technician";1;3441.0;"Yes"
1427;101523;44;"f";"Sales";"Sales Executive";2;5454.0;"No"
1428;101524;35;"M";"Research & Development";"Healthcare Representative";3;9884.0;"No"
1429;101525;26;"FEMALE";"Sales";"Sales Executive";2;4157.0;"No"
1430;101526;33;"Female";"Research & Development";"Research Director";3;13458.0;"No"
1431;101527;35;"Male";"Sales";"Sales Executive";3;9069.0;"No"
1432;101528;35;"FEMALE";"Research & Development";"Laboratory Technician";1;4014.0;"No"
1433;101529;31;"M";"Research & Development";"Laboratory Technician";2;5915.0;"No"
1434;101530;37;"male";"Research & Development";"Manufacturing Director";2;5993.0;"No"
1435;101531;32;"M";"Research & Development";"Manufacturing Director";2;6162.0;"No"
1436;101532;38;"Female";"Research & Development";"Laboratory Technician";2;2406.0;"No"
1437;101533;50;"f";"Research & Development";"Research Director";5;18740.0;"No"
1438;101534;59;"FEMALE";"Sales";"Sales Executive";3;7637.0;"No"
1439;101535;36;"Female";"Research & Development";"Healthcare Representative";3;10096.0;"No"
1440;101536;55;"FEMALE";"Research & Development";"Manager";4;14756.0;"No"
1441;101537;36;"male";"Research & Development";"Manufacturing Director";2;6499.0;"No"
1442;101538;45;"M";"Research & Development";"Research Scientist";3;9724.0;"No"
1443;101539;35;"male";"Research & Development";"Research Scientist";1;2194.0;"No"
1444;101540;36;"M";"Research & Development";"Research Scientist";1;3388.0;"Yes"
1445;101541;59;"Female";"Sales";"Sales Executive";2;5473.0;"No"
1446;101542;29;"M";"Research & Development";"Research Scientist";1;2703.0;"No"
1447;101543;31;"Male";"Research & Development";"Research Scientist";1;2501.0;"No"
1448;101544;32;"M";"Research & Development";"Research Scientist";2;6220.0;"No"
1449;101545;36;"FEMALE";"Research & Development";"Laboratory Technician";1;3038.0;"No"
1450;101546;31;"f";"Research & Development";"Manufacturing Director";2;4424.0;"No"
1451;101547;35;"M";"Sales";"Sales Executive";2;4312.0;"No"
1452;101548;45;"Male";"Research & Development";"Research Director";3;13245.0;"No"
1453;101549;37;"male";"Research & Development";"Research Director";3;13664.0;"No"
1454;101550;46;"M";"Human Resources";"Human Resources";2;5021.0;"No"
1455;101551;30;"male";"Research & Development";"Laboratory Technician";2;5126.0;"No"
1456;101552;35;"M";"Research & Development";"Research Scientist";1;2859.0;"No"
1457;101553;55;"M";"Sales";"Sales Executive";3;10239.0;"No"
1458;101554;38;"FEMALE";"Research & Development";"Research Scientist";2;5329.0;"No"
1459;101555;34;"M";"Research & Development";"Manufacturing Director";2;4325.0;"No"
1460;101556;56;"male";"Research & Development";"Manufacturing Director";3;7260.0;"No"
1461;101557;23;"M";"Sales";"Sales Representative";1;2322.0;"No"
1462;101558;51;"Male";"Research & Development";"Laboratory Technician";1;2075.0;"No"
1463;101560;46;"M";"Sales";"Sales Executive";3;9619.0;"Yes"
1464;101561;40;"M";"Research & Development";"Healthcare Representative";4;13503.0;"No"
1465;101562;51;"Male";"Sales";"Sales Executive";2;5441.0;"No"
1466;101563;30;"FEMALE";"Sales";"Sales Executive";2;5209.0;"No"
1467;101564;46;"M";"Research & Development";"Healthcare Representative";3;10673.0;"No"
1468;101566;54;"f";"Research & Development";"Research Director";3;13549.0;"No"
1469;101567;24;"FEMALE";"Sales";"Sales Executive";2;4999.0;"No"
1470;101568;28;"M";"Sales";"Sales Executive";2;4221.0;"No"
1471;101569;58;"M";"Sales";"Sales Executive";4;13872.0;"No"
1472;101570;44;"M";"Research & Development";"Laboratory Technician";2;2042.0;"No"
1473;101571;37;"M";"Human Resources";"Human Resources";1;2073.0;"Yes"
1474;101572;32;"Male";"Research & Development";"Research Scientist";1;2956.0;"No"
1475;101573;20;"Female";"Research & Development";"Laboratory Technician";1;2926.0;"Yes"
1476;101574;34;"FEMALE";"Research & Development";"Research Scientist";2;4809.0;"No"
1477;101576;59;"Female";"Human Resources";"Manager";5;18844.0;"No"
1478;101577;50;"FEMALE";"Research & Development";"Research Director";5;18172.0;"No"
1479;101578;25;"Male";"Sales";"Sales Executive";2;5744.0;"Yes"
1480;101579;25;"Male";"Research & Development";"Research Scientist";1;2889.0;"No"
1481;101580;22;"FEMALE";"Research & Development";"Laboratory Technician";1;2871.0;"No"
1482;101581;51;"FEMALE";"Research & Development";"Healthcare Representative";3;7484.0;"No"
1483;101582;34;"male";"Research & Development";"Laboratory Technician";2;6074.0;"Yes"
1484;101583;54;"f";"Human Resources";"Manager";4;17328.0;"No"
1485;101584;24;"M";"Research & Development";"Laboratory Technician";1;2774.0;"No"
1486;101585;34;"FEMALE";"Research & Development";"Research Scientist";2;4505.0;"No"
1487;101586;37;"male";"Sales";"Sales Executive";3;7428.0;"No"
1488;101587;34;"FEMALE";"Research & Development";"Manager";3;11631.0;"No"
1489;101588;36;"f";"Sales";"Sales Executive";3;9738.0;"No"
1490;101589;36;"f";"Research & Development";"Laboratory Technician";1;2835.0;"No"
1491;101590;43;"Male";"Sales";"Manager";4;16959.0;"No"
1492;101591;30;"Male";"Research & Development";"Research Scientist";1;2613.0;"No"
1493;101592;33;"male";"Sales";"Sales Executive";2;6146.0;"No"
1494;101593;56;"f";"Research & Development";"Research Scientist";1;4963.0;"Yes"
1495;101594;51;"M";"Research & Development";"Research Director";5;19537.0;"No"
1496;101595;31;"M";"Sales";"Sales Executive";2;6172.0;"Yes"
1497;101596;26;"FEMALE";"Research & Development";"Research Scientist";1;2368.0;"No"
1498;101597;58;"Female";"Research & Development";"Healthcare Representative";3;10312.0;"Yes"
1499;101598;19;"male";"Sales";"Sales Representative";1;1675.0;"Yes"
1500;101599;22;"Male";"Research & Development";"Laboratory Technician";1;2523.0;"No"
1501;101600;49;"Female";"Research & Development";"Manufacturing Director";2;6567.0;"No"
1502;101601;43;"FEMALE";"Research & Development";"Research Scientist";1;4739.0;"No"
1503;101602;50;"Female";"Sales";"Sales Executive";3;9208.0;"No"
1504;101603;31;"Female";"Sales";"Sales Executive";2;4559.0;"Yes"
1505;101604;41;"M";"Sales";"Sales Executive";3;8189.0;"No"
1506;101606;36;"male";"Research & Development";"Manufacturing Director";2;4941.0;"No"
1507;101607;51;"male";"Research & Development";"Manufacturing Director";3;10650.0;"Yes"
1508;101608;39;"Female";"Sales";"Sales Executive";2;5902.0;"No"
1509;101609;25;"M";"Sales";"Sales Executive";2;8639.0;"No"
1510;101610;30;"M";"Human Resources";"Human Resources";2;6347.0;"No"
1511;101611;32;"Female";"Research & Development";"Laboratory Technician";1;4200.0;"Yes"
1512;101612;45;"Male";"Research & Development";"Research Scientist";1;3452.0;"No"
1513;101614;30;"Female";"Research & Development";"Research Scientist";1;2632.0;"No"
1514;101615;32;"M";"Sales";"Sales Executive";2;4668.0;"No"
1515;101616;30;"Female";"Research & Development";"Research Scientist";1;3204.0;"No"
1516;101617;30;"male";"Research & Development";"Laboratory Technician";1;2720.0;"No"
1517;101618;41;"male";"Research & Development";"Manager";4;17181.0;"No"
1518;101619;41;"male";"Research & Development";"Laboratory Technician";1;2238.0;"No"
1519;101620;19;"FEMALE";"Research & Development";"Laboratory Technician";1;1483.0;"No"
1520;101621;40;"FEMALE";"Research & Development";"Research Scientist";2;5605.0;"No"
1521;101622;35;"Male";"Sales";"Sales Executive";3;7295.0;"No"
1522;101623;53;"Male";"Sales";"Sales Representative";2;2306.0;"No"
1523;101624;45;"Male";"Research & Development";"Laboratory Technician";2;2348.0;"No"
1524;101625;32;"Female";"Sales";"Sales Executive";3;8998.0;"No"
1525;101626;29;"male";"Research & Development";"Manufacturing Director";2;4319.0;"No"
1526;101627;51;"M";"Research & Development";"Manufacturing Director";2;6132.0;"No"
1527;101628;58;"Female";"Research & Development";"Research Scientist";1;3346.0;"No"
1528;101629;40;"M";"Sales";"Sales Executive";3;10855.0;"No"
1529;101630;34;"Female";"Sales";"Sales Representative";1;2231.0;"No"
1530;101631;22;"Male";"Research & Development";"Research Scientist";1;2323.0;"No"
1531;101632;27;"M";"Research & Development";"Research Scientist";1;2024.0;"No"
1532;101633;28;"male";"Research & Development";"Research Scientist";1;2713.0;"No"
1533;101634;57;"Male";"Research & Development";"Healthcare Representative";3;9439.0;"No"
1534;101635;27;"Male";"Research & Development";"Research Scientist";1;2566.0;"No"
1535;101636;50;"Female";"Research & Development";"Manager";5;19926.0;"No"
1536;101637;41;"M";"Research & Development";"Research Scientist";1;2451.0;"No"
1537;101638;30;"FEMALE";"Sales";"Sales Executive";3;9419.0;"No"
1538;101639;38;"f";"Sales";"Sales Executive";2;8686.0;"No"
1539;101640;32;"M";"Research & Development";"Research Scientist";1;3038.0;"No"
1540;101641;27;"male";"Research & Development";"Research Scientist";1;3058.0;"No"
1541;101642;19;"f";"Sales";"Sales Representative";1;2325.0;"Yes"
1542;101643;36;"male";"Research & Development";"Laboratory Technician";1;2088.0;"No"
1543;101644;30;"Male";"Research & Development";"Laboratory Technician";2;3072.0;"No"
1544;101645;45;"FEMALE";"Sales";"Sales Executive";2;5006.0;"No"
1545;101646;56;"Female";"Research & Development";"Research Scientist";1;4257.0;"No"
